Date,Open,High,Low,Close,Adj Close,Volume
2021-04-12,2254.120117,2256.889893,2227.820068,2244.620117,2244.620117,1251200
2021-04-13,2250.989990,2263.469971,2243.050049,2254.429932,2254.429932,1284100
2021-04-14,2267.429932,2267.429932,2236.020020,2241.909912,2241.909912,1050100
2021-04-15,2261.949951,2296.000000,2251.169922,2285.250000,2285.250000,1458700
2021-04-16,2289.239990,2294.239990,2270.919922,2282.750000,2282.750000,1314100
2021-04-19,2270.179932,2304.090088,2270.179932,2289.760010,2289.760010,1514500
2021-04-20,2297.489990,2299.000000,2257.120117,2279.010010,2279.010010,1114400
2021-04-21,2272.050049,2280.000000,2244.820068,2278.350098,2278.350098,1160200
2021-04-22,2275.399902,2288.879883,2240.320068,2252.520020,2252.520020,1207300
2021-04-23,2267.000000,2306.120117,2261.250000,2299.929932,2299.929932,1453300
2021-04-26,2304.520020,2324.530029,2297.320068,2309.929932,2309.929932,1601900
2021-04-27,2317.629883,2318.449951,2286.159912,2290.979980,2290.979980,2219300
2021-04-28,2392.500000,2431.379883,2353.219971,2359.040039,2359.040039,4055300
2021-04-29,2389.229980,2404.159912,2373.850098,2392.760010,2392.760010,2061700
2021-04-30,2368.020020,2381.850098,2346.560059,2353.500000,2353.500000,2242800
2021-05-03,2364.909912,2381.550049,2335.500000,2343.080078,2343.080078,1412100
2021-05-04,2313.550049,2324.989990,2256.679932,2306.830078,2306.830078,2240900
2021-05-05,2328.629883,2335.000000,2308.280029,2314.770020,2314.770020,1331800
2021-05-06,2306.330078,2337.350098,2293.040039,2337.350098,2337.350098,1259500
2021-05-07,2363.889893,2371.250000,2346.159912,2351.929932,2351.929932,1444900
2021-05-10,2328.139893,2331.000000,2284.540039,2291.750000,2291.750000,1545700
2021-05-11,2243.070068,2280.280029,2233.919922,2270.060059,2270.060059,1709300
2021-05-12,2226.189941,2247.979980,2193.620117,2200.250000,2200.250000,2318800
2021-05-13,2226.120117,2239.439941,2206.719971,2229.040039,2229.040039,1660200
2021-05-14,2258.540039,2284.719971,2250.000000,2278.379883,2278.379883,1599800
2021-05-17,2263.570068,2289.780029,2255.510010,2288.919922,2288.919922,1079900
2021-05-18,2302.350098,2307.679932,2262.189941,2262.469971,2262.469971,1110200
2021-05-19,2228.429932,2274.989990,2225.439941,2271.500000,2271.500000,1184200
2021-05-20,2291.000000,2312.000000,2283.520020,2306.949951,2306.949951,1617600
2021-05-21,2317.409912,2318.889893,2289.300049,2294.129883,2294.129883,2031600
2021-05-24,2314.889893,2365.550049,2311.959961,2361.040039,2361.040039,1591600
2021-05-25,2372.000000,2384.000000,2355.000000,2362.870117,2362.870117,1122000
2021-05-26,2366.520020,2388.989990,2366.459961,2380.310059,2380.310059,1078600
2021-05-27,2389.050049,2389.050049,2356.260010,2362.679932,2362.679932,1761200
2021-05-28,2374.419922,2376.070068,2352.850098,2356.850098,2356.850098,1074100
2021-06-01,2374.439941,2385.709961,2354.280029,2381.179932,2381.179932,1167700
2021-06-02,2389.149902,2393.639893,2352.360107,2370.590088,2370.590088,1057900
2021-06-03,2345.729980,2357.020020,2329.520020,2347.580078,2347.580078,934800
2021-06-04,2369.270020,2399.030029,2362.409912,2393.570068,2393.570068,1222900
2021-06-07,2389.439941,2404.510010,2381.000000,2402.300049,2402.300049,1206000
2021-06-08,2412.010010,2419.520020,2394.780029,2398.439941,2398.439941,1212000
2021-06-09,2411.429932,2412.879883,2396.899902,2407.939941,2407.939941,897100
2021-06-10,2406.919922,2436.000000,2403.780029,2435.129883,2435.129883,1295200
2021-06-11,2440.000000,2441.719971,2418.959961,2430.199951,2430.199951,1097900
2021-06-14,2432.260010,2448.919922,2418.000000,2448.909912,2448.909912,1104900
2021-06-15,2449.000000,2455.510010,2421.120117,2428.389893,2428.389893,1078100
2021-06-16,2431.439941,2437.719971,2389.399902,2415.449951,2415.449951,1323600
2021-06-17,2413.949951,2450.449951,2410.000000,2434.870117,2434.870117,1292100
2021-06-18,2427.340088,2432.060059,2400.300049,2402.219971,2402.219971,2305800
2021-06-21,2410.010010,2440.000000,2397.969971,2436.250000,2436.250000,1370700
2021-06-22,2435.000000,2448.000000,2421.280029,2446.610107,2446.610107,1119500
2021-06-23,2441.870117,2461.909912,2436.689941,2442.540039,2442.540039,957400
2021-06-24,2454.000000,2461.110107,2446.000000,2450.000000,2450.000000,1068100
2021-06-25,2440.000000,2452.659912,2431.300049,2450.169922,2450.169922,1729700
2021-06-28,2453.570068,2455.699951,2428.110107,2450.719971,2450.719971,1426300
2021-06-29,2453.409912,2460.419922,2433.820068,2445.449951,2445.449951,1155400
2021-06-30,2439.889893,2445.139893,2427.090088,2441.790039,2441.790039,1223700
2021-07-01,2434.500000,2451.739990,2430.629883,2448.889893,2448.889893,905500
2021-07-02,2463.000000,2508.080078,2461.189941,2505.149902,2505.149902,1299100
2021-07-06,2512.969971,2528.560059,2491.649902,2523.800049,2523.800049,1320200
2021-07-07,2543.239990,2545.679932,2523.060059,2529.479980,2529.479980,1203000
2021-07-08,2480.520020,2511.909912,2480.439941,2500.879883,2500.879883,1189500
2021-07-09,2500.500000,2514.689941,2491.030029,2510.370117,2510.370117,931600
2021-07-12,2523.560059,2541.389893,2512.219971,2539.510010,2539.510010,883400
2021-07-13,2540.770020,2561.149902,2533.489990,2546.830078,2546.830078,962000
2021-07-14,2559.159912,2586.530029,2558.290039,2564.739990,2564.739990,1187100
2021-07-15,2572.979980,2574.000000,2530.600098,2540.100098,2540.100098,1210900
2021-07-16,2553.260010,2556.229980,2523.070068,2539.399902,2539.399902,1021200
2021-07-19,2521.790039,2524.100098,2470.100098,2491.560059,2491.560059,1398400
2021-07-20,2510.550049,2540.860107,2487.010010,2524.189941,2524.189941,1315600
2021-07-21,2522.669922,2551.919922,2520.469971,2550.979980,2550.979980,1037300
2021-07-22,2556.879883,2569.659912,2549.979980,2568.429932,2568.429932,715100
2021-07-23,2608.610107,2667.979980,2596.010010,2660.300049,2660.300049,2075300
2021-07-26,2666.570068,2684.739990,2646.030029,2680.699951,2680.699951,1528600
2021-07-27,2685.010010,2687.979980,2602.080078,2638.000000,2638.000000,2735500
2021-07-28,2726.239990,2765.939941,2705.550049,2721.879883,2721.879883,4756500
2021-07-29,2723.000000,2733.219971,2710.860107,2715.550049,2715.550049,1585800
2021-07-30,2700.699951,2706.090088,2685.100098,2694.530029,2694.530029,1278200
2021-08-02,2702.340088,2706.729980,2675.879883,2697.090088,2697.090088,1081700
2021-08-03,2702.699951,2714.639893,2666.389893,2712.600098,2712.600098,1038100
2021-08-04,2706.989990,2712.989990,2689.739990,2702.510010,2702.510010,983800
2021-08-05,2713.610107,2727.000000,2696.919922,2725.030029,2725.030029,893500
2021-08-06,2720.840088,2729.449951,2704.199951,2714.770020,2714.770020,1023700
2021-08-09,2718.850098,2743.679932,2706.790039,2738.260010,2738.260010,888000
2021-08-10,2746.840088,2755.449951,2727.290039,2736.139893,2736.139893,970700
2021-08-11,2743.629883,2753.649902,2725.429932,2725.580078,2725.580078,767600
2021-08-12,2719.510010,2746.000000,2708.510010,2743.879883,2743.879883,825300
2021-08-13,2745.000000,2757.129883,2740.659912,2754.550049,2754.550049,797000
2021-08-16,2750.500000,2767.250000,2705.979980,2766.189941,2766.189941,1119200
2021-08-17,2755.000000,2765.310059,2721.639893,2733.229980,2733.229980,1085800
2021-08-18,2730.000000,2742.090088,2706.429932,2708.979980,2708.979980,962900
2021-08-19,2688.709961,2727.050049,2685.000000,2713.600098,2713.600098,1089100
2021-08-20,2720.000000,2751.080078,2705.000000,2748.590088,2748.590088,1558600
2021-08-23,2759.389893,2817.489990,2752.149902,2800.830078,2800.830078,1422700
2021-08-24,2812.229980,2841.600098,2806.770020,2825.229980,2825.229980,963400
2021-08-25,2832.500000,2843.790039,2827.520020,2841.580078,2841.580078,792400
2021-08-26,2835.000000,2848.350098,2827.139893,2828.810059,2828.810059,1030500
2021-08-27,2833.050049,2890.250000,2829.939941,2880.080078,2880.080078,1438600
2021-08-30,2888.000000,2919.409912,2883.260010,2891.810059,2891.810059,1221700
2021-08-31,2902.939941,2903.429932,2885.620117,2893.949951,2893.949951,1122400
2021-09-01,2900.000000,2925.080078,2897.669922,2904.310059,2904.310059,1096800
2021-09-02,2904.320068,2910.389893,2863.699951,2865.739990,2865.739990,1617100
2021-09-03,2861.610107,2883.100098,2848.010010,2874.790039,2874.790039,992500
2021-09-07,2876.689941,2891.300049,2872.379883,2885.610107,2885.610107,1006200
2021-09-08,2882.000000,2888.000000,2860.000000,2873.820068,2873.820068,917200
2021-09-09,2876.810059,2886.209961,2863.550049,2870.820068,2870.820068,765700
2021-09-10,2884.250000,2894.370117,2814.760010,2817.520020,2817.520020,1840700
2021-09-13,2838.989990,2859.000000,2825.000000,2846.649902,2846.649902,1104700
2021-09-14,2859.909912,2867.260010,2835.000000,2850.889893,2850.889893,983700
